date,region,category,traffic,conversion_rate,orders,avg_order_value,gross_revenue,marketing_spend,return_rate,refunds,net_revenue,margin_pct,gross_margin,roas,cac_proxy,seasonality_index
2023-11-20,Asia Pacific,Home & Garden,10344,0.0428,442,86.73,38334.67,8526.04,0.0873,3347.49,34987.18,0.3729,4520.85,4.4962,19.2897,1.856
2023-11-20,Asia Pacific,Sports & Outdoors,11436,0.0248,283,92.3,26119.77,6395.5,0.0855,2232.86,23886.91,0.3912,2949.73,4.0841,22.5989,1.856
2023-11-20,Europe,Apparel,14478,0.0349,505,76.14,38453.22,9877.22,0.1093,4202.68,34250.54,0.424,4644.22,3.8931,19.5588,1.856
2023-11-20,Europe,Electronics,19547,0.0355,694,261.38,181395.63,16140.58,0.1077,19532.18,161863.45,0.3361,38261.13,11.2385,23.2573,1.856
2023-11-20,Europe,Health & Beauty,10762,0.0365,393,61.98,24358.59,8596.59,0.0824,2008.14,22350.45,0.3647,-445.64,2.8335,21.8743,1.856
2023-11-20,Europe,Home & Garden,13212,0.0324,427,85.33,36434.4,9106.86,0.077,2806.1,33628.3,0.3728,3430.71,4.0008,21.3275,1.856
2023-11-20,Europe,Sports & Outdoors,8162,0.034,277,92.28,25562.5,8252.46,0.0916,2342.21,23220.28,0.3915,837.98,3.0976,29.7923,1.856
2023-11-20,Latin America,Apparel,7736,0.0345,266,73.46,19539.04,4775.45,0.1125,2198.0,17341.04,0.3964,2098.68,4.0916,17.9528,1.856
2023-11-20,Latin America,Electronics,10101,0.0327,329,242.31,79719.39,6803.02,0.1036,8260.77,71458.62,0.3854,20738.8,11.7182,20.6779,1.856
2023-11-20,Latin America,Health & Beauty,4979,0.0278,138,64.9,8955.52,4570.5,0.0981,878.32,8077.2,0.4064,-1288.04,1.9594,33.1196,1.856
2023-11-20,Latin America,Home & Garden,6822,0.0407,277,89.49,24788.07,5221.93,0.0803,1991.16,22796.91,0.3775,3383.07,4.7469,18.8517,1.856
2023-11-20,Latin America,Sports & Outdoors,5573,0.0294,163,83.64,13632.92,3884.31,0.0901,1227.92,12405.0,0.3847,887.97,3.5097,23.8301,1.856
2023-11-20,North America,Apparel,15814,0.0273,431,80.5,34697.39,11102.66,0.0978,3392.85,31304.55,0.3814,836.84,3.1251,25.7602,1.856
2023-11-20,North America,Electronics,31712,0.0333,1056,249.71,263688.91,16930.86,0.1154,30434.84,233254.06,0.3891,73825.59,15.5745,16.033,1.856
2023-11-20,North America,Health & Beauty,15870,0.035,555,62.06,34445.91,10149.3,0.0954,3286.82,31159.09,0.3651,1227.59,3.3939,18.287,1.856
2023-11-20,North America,Home & Garden,19866,0.0348,690,88.58,61122.18,14725.73,0.0807,4931.42,56190.76,0.4202,8884.23,4.1507,21.3416,1.856
2023-11-20,North America,Sports & Outdoors,18714,0.0287,536,89.25,47840.04,13093.26,0.0931,4452.86,43387.17,0.3819,3475.84,3.6538,24.4277,1.856
2023-11-27,Asia Pacific,Apparel,12047,0.0359,432,76.35,32982.23,8661.44,0.0971,3201.33,29780.9,0.4158,3721.89,3.8079,20.0496,1.856
2023-11-27,Asia Pacific,Electronics,16929,0.0242,409,251.37,102809.84,13141.3,0.1164,11970.39,90839.45,0.3713,20590.19,7.8234,32.1303,1.856
2023-11-27,Asia Pacific,Health & Beauty,9127,0.0367,334,60.81,20311.68,7304.02,0.0934,1896.84,18414.84,0.3858,-200.32,2.7809,21.8683,1.856
2023-11-27,Asia Pacific,Home & Garden,10944,0.0243,265,86.94,23038.52,7718.29,0.0994,2289.39,20749.14,0.3561,-330.23,2.9849,29.1256,1.856
2023-11-27,Asia Pacific,Sports & Outdoors,11011,0.0262,288,85.71,24683.35,7168.44,0.0885,2184.7,22498.65,0.3971,1765.34,3.4433,24.8904,1.856
2023-11-27,Europe,Apparel,15012,0.0285,428,73.86,31611.25,10746.96,0.1068,3375.79,28235.46,0.3794,-35.19,2.9414,25.1097,1.856
2023-11-27,Europe,Electronics,18201,0.0326,594,241.49,143445.65,13680.65,0.1085,15567.33,127878.31,0.3823,35207.57,10.4853,23.0314,1.856
2023-11-27,Europe,Health & Beauty,12560,0.0409,513,62.43,32024.92,7539.12,0.0927,2969.08,29055.85,0.4285,4912.75,4.2478,14.6961,1.856
2023-11-27,Europe,Home & Garden,14842,0.0285,423,96.32,40744.41,10947.95,0.1004,4092.15,36652.26,0.3959,3562.86,3.7216,25.8817,1.856
2023-11-27,Europe,Sports & Outdoors,8661,0.033,286,88.6,25339.28,7140.56,0.0911,2308.46,23030.82,0.389,1819.31,3.5486,24.967,1.856
2023-11-27,Latin America,Apparel,7575,0.0307,232,74.9,17375.93,5259.68,0.1049,1823.23,15552.7,0.3573,297.32,3.3036,22.671,1.856
2023-11-27,Latin America,Electronics,9505,0.0368,349,251.4,87739.16,7967.25,0.099,8683.42,79055.74,0.346,19386.86,11.0125,22.8288,1.856
2023-11-27,Latin America,Health & Beauty,5987,0.0348,208,62.06,12907.68,4073.78,0.0959,1237.69,11669.99,0.3652,187.72,3.1685,19.5855,1.856
2023-11-27,Latin America,Home & Garden,7273,0.0276,200,90.88,18175.66,5037.53,0.0922,1675.76,16499.9,0.3734,1123.96,3.608,25.1877,1.856
2023-11-27,Latin America,Sports & Outdoors,5478,0.0315,172,90.61,15584.85,3452.67,0.0899,1401.85,14182.99,0.361,1667.17,4.5139,20.0737,1.856
2023-11-27,North America,Apparel,12823,0.0266,341,75.56,25764.66,11989.79,0.103,2654.34,23110.31,0.3997,-2751.49,2.1489,35.1607,1.856
2023-11-27,North America,Electronics,26381,0.0296,781,247.58,193363.44,20616.4,0.1057,20431.29,172932.15,0.3779,44739.88,9.3791,26.3974,1.856
2023-11-27,North America,Health & Beauty,14939,0.0273,407,64.44,26226.2,11742.7,0.2148,5634.44,20591.76,0.4049,-3404.18,2.2334,28.8518,1.856
2023-11-27,North America,Home & Garden,17478,0.0357,624,81.59,50914.83,12162.15,0.1021,5199.98,45714.85,0.3748,4970.95,4.1863,19.4906,1.856
2023-11-27,North America,Sports & Outdoors,16718,0.0317,530,85.48,45305.22,11300.17,0.1018,4613.74,40691.49,0.3778,4074.26,4.0093,21.3211,1.856
2023-12-04,Asia Pacific,Apparel,11890,0.0316,375,73.36,27508.5,8102.96,0.1204,3310.72,24197.78,0.4077,1762.98,3.3949,21.6079,1.856
2023-12-04,Asia Pacific,Electronics,15239,0.027,412,261.54,107755.45,9699.43,0.1003,10812.66,96942.79,0.3801,27149.57,11.1095,23.5423,1.856
2023-12-04,Asia Pacific,Health & Beauty,9074,0.0332,300,64.17,19251.75,6590.0,0.0942,1814.47,17437.28,0.3809,52.34,2.9214,21.9667,1.856
2023-12-04,Asia Pacific,Home & Garden,10834,0.0275,298,92.55,27579.56,7346.25,0.0945,2606.22,24973.34,0.3994,2628.18,3.7542,24.6519,1.856
2023-12-04,Asia Pacific,Sports & Outdoors,12777,0.0341,435,84.93,36943.16,6178.78,0.0874,3228.76,33714.41,0.3612,5998.69,5.979,14.2041,1.856
2023-12-04,Europe,Apparel,13297,0.0272,361,73.93,26688.99,10472.81,0.1035,2761.52,23927.47,0.3765,-1465.08,2.5484,29.0106,1.856
2023-12-04,Europe,Electronics,23355,0.0327,763,257.04,196120.2,15393.9,0.1071,21000.02,175120.17,0.4013,54879.42,12.7401,20.1755,1.856
2023-12-04,Europe,Health & Beauty,11788,0.0393,463,59.44,27518.96,8247.54,0.095,2613.1,24905.85,0.3879,1414.6,3.3366,17.8133,1.856
2023-12-04,Europe,Home & Garden,16303,0.0281,457,78.54,35891.6,9608.52,0.0945,3390.53,32501.07,0.383,2840.37,3.7354,21.0252,1.856
2023-12-04,Europe,Sports & Outdoors,12233,0.0308,376,93.48,35146.89,11279.34,0.0804,2824.58,32322.31,0.3548,188.96,3.116,29.9982,1.856
2023-12-04,Latin America,Apparel,6563,0.0308,202,76.35,15421.7,5595.08,0.0972,1498.24,13923.46,0.3681,-470.51,2.7563,27.6984,1.856
2023-12-04,Latin America,Electronics,10130,0.0465,470,257.41,120982.16,6780.09,0.1114,13476.94,107505.22,0.3946,35636.28,17.8437,14.4257,1.856
2023-12-04,Latin America,Health & Beauty,5776,0.0393,226,60.74,13728.23,3744.05,0.0938,1287.88,12440.35,0.367,821.65,3.6667,16.5666,1.856
2023-12-04,Latin America,Home & Garden,6103,0.0409,249,89.71,22338.17,4853.22,0.0867,1936.66,20401.51,0.3808,2914.8,4.6027,19.4909,1.856
2023-12-04,Latin America,Sports & Outdoors,5354,0.0333,178,85.59,15235.31,3637.3,0.1006,1532.58,13702.72,0.3984,1821.89,4.1886,20.4343,1.856
2023-12-04,North America,Apparel,21900,0.0392,858,75.95,65165.1,16134.25,0.093,6057.33,59107.77,0.3736,5950.89,4.0389,18.8045,1.856
2023-12-04,North America,Electronics,28369,0.0328,929,259.42,241001.76,15244.89,0.1061,25571.54,215430.22,0.3835,67379.11,15.8087,16.41,1.856
2023-12-04,North America,Health & Beauty,19098,0.0235,447,59.44,26570.12,8290.2,0.2032,5398.87,21171.24,0.3584,-701.4,3.205,18.5463,1.856
2023-12-04,North America,Home & Garden,20203,0.0332,670,87.13,58378.87,15238.47,0.0881,5143.57,53235.3,0.3444,3094.98,3.831,22.744,1.856
2023-12-04,North America,Sports & Outdoors,15653,0.0294,460,91.35,42021.6,12631.38,0.0945,3970.31,38051.29,0.3748,1632.13,3.3268,27.4595,1.856
2023-12-11,Asia Pacific,Apparel,8589,0.0315,270,76.22,20578.56,5918.56,0.1065,2191.17,18387.39,0.3868,1192.99,3.477,21.9206,1.28
2023-12-11,Asia Pacific,Electronics,9627,0.0259,249,243.76,60697.35,8721.09,0.1085,6586.62,54110.73,0.3926,12520.78,6.9598,35.0244,1.28
2023-12-11,Asia Pacific,Health & Beauty,6515,0.0406,264,64.19,16947.28,4605.88,0.0917,1554.33,15392.95,0.366,1027.36,3.6795,17.4465,1.28
2023-12-11,Asia Pacific,Home & Garden,7742,0.0251,194,82.73,16048.74,6025.87,0.0799,1282.54,14766.2,0.3878,-298.93,2.6633,31.0612,1.28
2023-12-11,Asia Pacific,Sports & Outdoors,7170,0.0343,245,85.88,21040.33,5867.83,0.0841,1769.84,19270.5,0.3776,1408.92,3.5857,23.9503,1.28
2023-12-11,Europe,Apparel,10418,0.0364,379,74.08,28076.26,7637.1,0.1037,2910.59,25165.67,0.3914,2213.8,3.6763,20.1507,1.28
2023-12-11,Europe,Electronics,13803,0.0461,635,248.68,157910.23,11011.98,0.1122,17717.65,140192.58,0.4175,47524.41,14.3399,17.3417,1.28
2023-12-11,Europe,Health & Beauty,7569,0.028,211,63.67,13434.64,6392.61,0.1021,1371.64,12063.0,0.4161,-1373.46,2.1016,30.2967,1.28
2023-12-11,Europe,Home & Garden,10007,0.0386,386,88.84,34291.16,7490.13,0.0825,2828.45,31462.7,0.3581,3776.42,4.5782,19.4045,1.28
2023-12-11,Europe,Sports & Outdoors,7978,0.0315,251,90.64,22749.44,6481.85,0.0914,2078.76,20670.68,0.3906,1591.68,3.5097,25.8241,1.28
2023-12-11,Latin America,Apparel,4699,0.036,169,72.8,12303.85,3279.92,0.0967,1189.83,11114.02,0.3897,1050.86,3.7513,19.4078,1.28
2023-12-11,Latin America,Electronics,6223,0.0388,241,243.36,58649.58,4905.51,0.1082,6345.31,52304.26,0.4029,16167.4,11.9559,20.3548,1.28
2023-12-11,Latin America,Health & Beauty,3366,0.0377,127,60.15,7638.44,2670.52,0.0851,650.18,6988.26,0.4055,163.47,2.8603,21.0277,1.28
2023-12-11,Latin America,Home & Garden,4629,0.034,157,90.07,14141.02,2983.53,0.0783,1106.78,13034.24,0.3817,1991.45,4.7397,19.0034,1.28
2023-12-11,Latin America,Sports & Outdoors,3408,0.0246,83,89.58,7434.9,2774.64,0.102,758.39,6676.51,0.3923,-155.27,2.6796,33.4294,1.28
2023-12-11,North America,Apparel,12865,0.0326,419,72.67,30450.8,9629.3,0.1231,3747.2,26703.6,0.3766,427.43,3.1623,22.9816,1.28
2023-12-11,North America,Electronics,20440,0.0301,616,227.78,140315.02,14607.92,0.1218,17093.01,123222.01,0.3493,28436.34,9.6054,23.7142,1.28
2023-12-11,North America,Health & Beauty,7345,0.0243,178,62.07,11048.61,6124.3,0.0938,1036.89,10011.72,0.3902,-2218.18,1.8041,34.4062,1.28
2023-12-11,North America,Home & Garden,12217,0.0348,424,88.88,37686.94,7798.78,0.0842,3173.44,34513.5,0.3684,4914.8,4.8324,18.3934,1.28
2023-12-11,North America,Sports & Outdoors,10602,0.024,254,86.59,21994.2,9846.5,0.097,2133.31,19860.89,0.3604,-2689.39,2.2337,38.7657,1.28
2023-12-18,Asia Pacific,Apparel,9602,0.0333,319,74.98,23919.44,7475.32,0.103,2464.82,21454.61,0.3942,982.14,3.1998,23.4336,1.536
2023-12-18,Asia Pacific,Electronics,12412,0.0249,309,243.38,75203.03,11193.72,0.0941,7074.91,68128.12,0.3892,15323.86,6.7183,36.2256,1.536
2023-12-18,Asia Pacific,Health & Beauty,7634,0.0335,256,63.33,16213.5,5894.36,0.0811,1315.34,14898.17,0.3995,58.05,2.7507,23.0248,1.536
2023-12-18,Asia Pacific,Home & Garden,9486,0.0339,321,89.15,28617.33,6036.87,0.0822,2352.22,26265.1,0.3943,4319.42,4.7404,18.8064,1.536
2023-12-18,Asia Pacific,Sports & Outdoors,8718,0.0365,317,91.97,29154.97,6126.95,0.0984,2869.06,26285.91,0.3667,3512.04,4.7585,19.3279,1.536
2023-12-18,Europe,Apparel,12815,0.0363,465,76.5,35571.36,9331.64,0.1072,3813.7,31757.66,0.3849,2891.84,3.8119,20.068,1.536
2023-12-18,Europe,Electronics,19110,0.024,458,258.75,118509.34,12295.65,0.1089,12900.6,105608.74,0.3544,25133.66,9.6383,26.8464,1.536
2023-12-18,Europe,Health & Beauty,9781,0.0304,297,64.56,19174.3,7343.17,0.0821,1574.98,17599.31,0.3593,-1019.25,2.6112,24.7245,1.536
2023-12-18,Europe,Home & Garden,13267,0.0325,431,85.32,36772.36,7806.0,0.0848,3118.55,33653.8,0.3658,4505.26,4.7108,18.1114,1.536
2023-12-18,Europe,Sports & Outdoors,9793,0.0308,301,87.43,26316.33,6180.55,0.0807,2123.98,24192.35,0.3576,2469.88,4.2579,20.5334,1.536
2023-12-18,Latin America,Apparel,5731,0.0287,164,73.6,12070.88,4576.13,0.1,1206.62,10864.27,0.3632,-630.59,2.6378,27.9032,1.536
2023-12-18,Latin America,Electronics,7879,0.0235,184,248.16,45662.35,4726.45,0.1056,4821.54,40840.81,0.4037,11762.52,9.661,25.6872,1.536
2023-12-18,Latin America,Health & Beauty,4824,0.0308,148,58.36,8637.17,3087.75,0.0946,816.74,7820.43,0.3838,-86.48,2.7972,20.8632,1.536
2023-12-18,Latin America,Home & Garden,4717,0.0304,143,85.72,12257.65,4075.16,0.1059,1297.6,10960.05,0.3411,-336.6,3.0079,28.4976,1.536
2023-12-18,Latin America,Sports & Outdoors,4954,0.0269,133,89.22,11866.27,2989.97,0.1004,1191.87,10674.39,0.3884,1156.42,3.9687,22.481,1.536
2023-12-18,North America,Apparel,17137,0.0308,528,74.6,39388.93,11757.47,0.1116,4395.28,34993.65,0.4033,2355.69,3.3501,22.2679,1.536
2023-12-18,North America,Electronics,25617,0.0304,777,244.4,189898.04,15185.74,0.1053,20000.89,169897.15,0.406,53792.66,12.505,19.5441,1.536
2023-12-18,North America,Health & Beauty,13524,0.0301,407,66.45,27043.85,9353.45,0.0751,2031.0,25012.85,0.36,-350.01,2.8913,22.9815,1.536
2023-12-18,North America,Home & Garden,15209,0.0251,382,85.3,32584.87,10289.02,0.0962,3133.76,29451.11,0.3962,1378.99,3.167,26.9346,1.536
2023-12-18,North America,Sports & Outdoors,11332,0.0277,314,93.54,29372.02,8707.91,0.0922,2708.88,26663.14,0.3525,690.29,3.373,27.7322,1.536
2023-12-25,Asia Pacific,Apparel,9231,0.0291,268,72.8,19510.79,6294.42,0.1161,2265.7,17245.09,0.3606,-75.51,3.0997,23.4866,1.536
2023-12-25,Asia Pacific,Electronics,13858,0.0383,530,250.79,132919.93,11375.24,0.0999,13280.29,119639.64,0.3726,33199.17,11.685,21.4627,1.536
2023-12-25,Asia Pacific,Health & Beauty,7686,0.0271,208,64.52,13421.02,6285.91,0.0921,1236.21,12184.81,0.3942,-1482.95,2.1351,30.2207,1.536
2023-12-25,Asia Pacific,Home & Garden,8927,0.0182,162,89.77,14542.84,5968.56,0.0937,1363.2,13179.64,0.4079,-593.16,2.4366,36.843,1.536
2023-12-25,Asia Pacific,Sports & Outdoors,8903,0.0365,325,92.8,30158.41,4894.96,0.0827,2495.38,27663.03,0.3965,6072.4,6.1611,15.0614,1.536
2023-12-25,Europe,Apparel,13500,0.0287,387,72.51,28059.62,8972.69,0.1113,3123.66,24935.96,0.3635,91.98,3.1272,23.1853,1.536
2023-12-25,Europe,Electronics,18727,0.0287,538,245.98,132338.13,12367.95,0.1234,16330.54,116007.6,0.4196,36314.08,10.7001,22.9888,1.536
2023-12-25,Europe,Health & Beauty,10057,0.0311,312,61.19,19089.8,7589.56,0.0961,1834.0,17255.8,0.4066,-573.39,2.5153,24.3255,1.536
2023-12-25,Europe,Home & Garden,10544,0.0245,258,86.82,22398.91,7829.7,0.0989,2214.3,20184.62,0.3859,-41.23,2.8608,30.3477,1.536
2023-12-25,Europe,Sports & Outdoors,11001,0.0332,365,89.64,32718.13,5992.96,0.0781,2556.32,30161.82,0.3933,5868.61,5.4594,16.4191,1.536
2023-12-25,Latin America,Apparel,6387,0.0324,206,76.37,15731.71,4277.87,0.1077,1694.58,14037.13,0.373,958.46,3.6775,20.7663,1.536
2023-12-25,Latin America,Electronics,8775,0.0372,326,251.08,81851.9,7372.33,0.1033,8454.82,73397.08,0.388,21102.99,11.1026,22.6145,1.536
2023-12-25,Latin America,Health & Beauty,4555,0.0331,150,63.11,9466.36,3185.33,0.0936,886.05,8580.31,0.3603,-94.18,2.9719,21.2355,1.536
2023-12-25,Latin America,Home & Garden,6481,0.0308,199,88.72,17654.75,3334.62,0.098,1729.72,15925.03,0.3808,2730.1,5.2944,16.7569,1.536
2023-12-25,Latin America,Sports & Outdoors,4519,0.036,162,95.35,15445.94,3352.62,0.0944,1458.15,13987.8,0.3714,1841.94,4.6071,20.6952,1.536
2023-12-25,North America,Apparel,18775,0.0335,629,76.13,47885.08,10398.09,0.1073,5137.92,42747.15,0.3988,6649.72,4.6052,16.5311,1.536
2023-12-25,North America,Electronics,25078,0.0407,1019,256.54,261412.87,17718.05,0.122,31879.69,229533.19,0.3888,71519.83,14.754,17.3877,1.536
2023-12-25,North America,Health & Beauty,11105,0.0321,356,60.95,21698.76,8711.1,0.1061,2301.97,19396.8,0.391,-1127.34,2.4909,24.4694,1.536
2023-12-25,North America,Home & Garden,15484,0.03,465,87.99,40915.23,10191.4,0.0808,3306.99,37608.24,0.3612,3392.53,4.0147,21.917,1.536
2023-12-25,North America,Sports & Outdoors,11547,0.0254,293,86.03,25206.27,10196.24,0.0901,2270.02,22936.25,0.3693,-1726.0,2.4721,34.7994,1.536
2024-01-01,Asia Pacific,Apparel,4037,0.0383,154,72.68,11192.34,2972.4,0.0999,1118.16,10074.18,0.3967,1023.61,3.7654,19.3013,0.66
2024-01-01,Asia Pacific,Electronics,5563,0.0285,158,257.27,40648.76,5026.7,0.0988,4016.7,36632.06,0.3708,8557.73,8.0866,31.8145,0.66
2024-01-01,Asia Pacific,Health & Beauty,3530,0.039,137,63.03,8635.63,2043.37,0.1061,916.05,7719.57,0.4013,1054.6,4.2262,14.9151,0.66
2024-01-01,Asia Pacific,Home & Garden,4044,0.037,149,88.04,13117.71,3315.28,0.0815,1069.13,12048.57,0.3798,1261.2,3.9567,22.2502,0.66
2024-01-01,Asia Pacific,Sports & Outdoors,2808,0.0345,96,91.21,8756.09,2378.99,0.0866,757.91,7998.18,0.3585,488.49,3.6806,24.7812,0.66
2024-01-01,Europe,Apparel,5314,0.0315,167,67.78,11320.02,3703.6,0.1067,1208.32,10111.7,0.3768,106.44,3.0565,22.1772,0.66
2024-01-01,Europe,Electronics,7750,0.0323,250,241.34,60335.06,6074.71,0.1054,6357.42,53977.64,0.3716,13981.94,9.9322,24.2988,0.66
2024-01-01,Europe,Health & Beauty,3515,0.0333,116,62.95,7302.43,2495.63,0.0848,618.96,6683.47,0.3632,-68.26,2.9261,21.5141,0.66
2024-01-01,Europe,Home & Garden,5156,0.0283,145,87.08,12626.08,3705.48,0.0957,1208.69,11417.39,0.3781,611.69,3.4074,25.5551,0.66
2024-01-01,Europe,Sports & Outdoors,3464,0.0381,132,81.12,10707.63,3421.75,0.0829,887.57,9820.06,0.401,515.87,3.1293,25.9224,0.66
2024-01-01,Latin America,Apparel,2660,0.0378,100,77.6,7760.05,1557.66,0.1184,919.09,6840.95,0.3728,992.93,4.9819,15.5766,0.66
2024-01-01,Latin America,Electronics,3477,0.0368,127,244.4,31038.36,2991.29,0.1038,3220.34,27818.03,0.4081,8362.43,10.3762,23.5535,0.66
2024-01-01,Latin America,Health & Beauty,2336,0.0306,71,61.75,4384.17,1452.31,0.0867,380.17,4004.0,0.3802,69.84,3.0188,20.455,0.66
2024-01-01,Latin America,Home & Garden,2344,0.0223,52,87.76,4563.43,1810.14,0.0881,402.08,4161.35,0.4035,-131.1,2.521,34.8104,0.66
2024-01-01,Latin America,Sports & Outdoors,2093,0.0245,51,87.5,4462.41,1479.04,0.1044,465.84,3996.57,0.3441,-103.82,3.0171,29.0008,0.66
2024-01-01,North America,Apparel,7621,0.0331,251,77.01,19330.02,5296.79,0.1176,2273.26,17056.76,0.3858,1283.49,3.6494,21.1027,0.66
2024-01-01,North America,Electronics,10977,0.0305,334,245.65,82047.82,6784.37,0.1159,9510.71,72537.11,0.3564,19070.32,12.0937,20.3125,0.66
2024-01-01,North America,Health & Beauty,5866,0.0273,160,58.8,9408.34,3941.45,0.0914,859.77,8548.56,0.3429,-1010.38,2.387,24.6341,0.66
2024-01-01,North America,Home & Garden,6390,0.0262,167,88.07,14707.22,5116.46,0.0773,1136.92,13570.31,0.3805,47.07,2.8745,30.6375,0.66
2024-01-01,North America,Sports & Outdoors,5245,0.0359,188,90.14,16945.39,4562.27,0.0777,1316.22,15629.17,0.386,1470.26,3.7142,24.2674,0.66
2024-01-08,Asia Pacific,Apparel,4566,0.0357,162,75.97,12307.81,3051.69,0.1038,1277.61,11030.2,0.3637,960.0,4.0331,18.8376,0.66
2024-01-08,Asia Pacific,Electronics,6139,0.0349,214,227.75,48739.33,3674.36,0.1119,5454.76,43284.57,0.341,11086.51,13.2647,17.1699,0.66
2024-01-08,Asia Pacific,Health & Beauty,3190,0.0269,85,62.49,5311.38,2290.64,0.0926,492.05,4819.33,0.3949,-387.64,2.3187,26.9487,0.66
2024-01-08,Asia Pacific,Home & Garden,4256,0.031,132,91.53,12082.33,2737.49,0.1066,1287.43,10794.89,0.4224,1822.75,4.4137,20.7386,0.66
2024-01-08,Asia Pacific,Sports & Outdoors,3415,0.0295,100,85.11,8511.01,2338.27,0.0878,747.54,7763.47,0.3743,567.89,3.6399,23.3827,0.66
2024-01-08,Europe,Apparel,5951,0.0259,154,71.92,11075.95,2797.58,0.1042,1153.59,9922.36,0.3721,894.41,3.9591,18.1661,0.66
2024-01-08,Europe,Electronics,8326,0.0293,244,244.63,59689.72,4604.81,0.1136,6782.75,52906.97,0.4188,17553.54,12.9625,18.8722,0.66
2024-01-08,Europe,Health & Beauty,4165,0.0401,167,66.21,11056.29,2705.42,0.0942,1041.64,10014.65,0.3912,1212.07,4.0867,16.2001,0.66
2024-01-08,Europe,Home & Garden,5484,0.032,175,90.27,15798.12,3401.19,0.0755,1192.75,14605.37,0.3854,2227.25,4.6449,19.4353,0.66
2024-01-08,Europe,Sports & Outdoors,5598,0.0206,115,89.93,10342.39,2585.04,0.0934,966.13,9376.26,0.3759,939.17,4.0009,22.4786,0.66
2024-01-08,Latin America,Apparel,2344,0.0312,73,76.85,5609.88,1862.66,0.106,594.41,5015.47,0.3968,127.25,3.0118,25.5159,0.66
2024-01-08,Latin America,Electronics,3774,0.0318,120,250.32,30037.91,2619.24,0.1108,3329.63,26708.28,0.3759,7419.4,11.4682,21.827,0.66
2024-01-08,Latin America,Health & Beauty,1939,0.0274,53,62.32,3303.2,1147.77,0.104,343.6,2959.6,0.3959,23.81,2.8779,21.6561,0.66
2024-01-08,Latin America,Home & Garden,2569,0.0288,73,93.08,6795.05,1676.53,0.0904,614.26,6180.79,0.382,684.4,4.053,22.9662,0.66
2024-01-08,Latin America,Sports & Outdoors,2032,0.0384,78,86.65,6759.0,1447.39,0.0833,563.25,6195.74,0.3613,791.43,4.6698,18.5563,0.66
2024-01-08,North America,Apparel,6925,0.0337,233,65.66,15297.96,5242.32,0.0788,1205.67,14092.29,0.3455,-373.0,2.9182,22.4992,0.66
2024-01-08,North America,Electronics,10940,0.031,339,256.48,86946.12,7840.61,0.1226,10656.57,76289.55,0.3946,22264.43,11.0892,23.1286,0.66
2024-01-08,North America,Health & Beauty,5464,0.0321,175,60.72,10626.5,3607.58,0.0857,910.52,9715.99,0.3765,50.13,2.9456,20.6148,0.66
2024-01-08,North America,Home & Garden,6613,0.0337,222,87.45,19414.95,4075.35,0.0799,1551.27,17863.68,0.3806,2723.36,4.764,18.3574,0.66
2024-01-08,North America,Sports & Outdoors,6261,0.0268,168,87.53,14705.39,4158.58,0.1047,1540.2,13165.19,0.4185,1350.92,3.5362,24.7535,0.66
2024-01-15,Asia Pacific,Apparel,6290,0.0358,225,72.31,16270.29,4055.29,0.1056,1718.13,14552.17,0.3574,1146.18,4.0121,18.0235,0.88
2024-01-15,Asia Pacific,Electronics,7942,0.0328,260,249.07,64759.12,5751.72,0.1051,6804.5,57954.62,0.3969,17249.98,11.2591,22.122,0.88
2024-01-15,Asia Pacific,Health & Beauty,4234,0.0264,111,62.2,6903.67,2974.03,0.0912,629.4,6274.27,0.3531,-758.37,2.3213,26.7931,0.88
2024-01-15,Asia Pacific,Home & Garden,5507,0.0348,191,91.67,17509.13,3361.91,0.0795,1392.05,16117.09,0.4051,3167.58,5.2081,17.6016,0.88
2024-01-15,Asia Pacific,Sports & Outdoors,5464,0.03,164,88.7,14547.54,3171.82,0.0853,1240.66,13306.88,0.3459,1431.2,4.5865,19.3404,0.88
2024-01-15,Europe,Apparel,6837,0.0375,256,76.94,19695.45,5088.31,0.105,2068.71,17626.73,0.4005,1971.62,3.8707,19.8762,0.88
2024-01-15,Europe,Electronics,10890,0.0393,428,236.71,101311.11,7465.35,0.1005,10177.18,91133.93,0.3754,26750.4,13.5708,17.4424,0.88
2024-01-15,Europe,Health & Beauty,5715,0.034,194,61.99,12026.87,4589.71,0.0988,1188.49,10838.38,0.3588,-700.93,2.6204,23.6583,0.88
2024-01-15,Europe,Home & Garden,7122,0.0349,248,88.98,22066.46,4602.28,0.0835,1843.56,20222.89,0.391,3305.57,4.7947,18.5576,0.88
2024-01-15,Europe,Sports & Outdoors,6001,0.0274,164,90.23,14798.03,3598.1,0.0999,1478.81,13319.22,0.3718,1354.18,4.1127,21.9397,0.88
2024-01-15,Latin America,Apparel,3363,0.0291,97,72.27,7010.05,2452.86,0.1073,752.46,6257.6,0.3525,-247.12,2.8579,25.2872,0.88
2024-01-15,Latin America,Electronics,4535,0.0303,137,228.51,31305.21,3689.95,0.2421,7579.58,23725.63,0.3756,5222.52,8.4839,26.9339,0.88
2024-01-15,Latin America,Health & Beauty,2719,0.0233,63,59.31,3736.42,2087.21,0.1232,460.36,3276.06,0.4039,-764.03,1.7902,33.1303,0.88
2024-01-15,Latin America,Home & Garden,3159,0.0188,59,86.85,5124.19,1921.78,0.103,527.85,4596.35,0.4117,-29.37,2.6664,32.5726,0.88
